module_name	AUC_set_name	overlap	AUC_set_size	universe	module_size	p	p-none	p-Bonn	p-BH	overlap_IDs
module_.991	set_size_100	0	100	34503	165	0.380389655	0.380389655	1	0.434672415	no_overlap
module_.943	set_size_100	0	100	34503	192	0.427195031	0.427195031	1	0.455674699	no_overlap
module_.613	set_size_100	0	100	34503	108	0.268785545	0.268785545	1	0.416908516	no_overlap
module_.769	set_size_100	0	100	34503	107	0.266659674	0.266659674	1	0.416908516	no_overlap
module_.715	set_size_100	0	100	34503	128	0.310044468	0.310044468	1	0.427647543	no_overlap
module_.949	set_size_100	0	100	34503	54	0.144784458	0.144784458	1	0.416908516	no_overlap
module_.673	set_size_100	0	100	34503	67	0.176416698	0.176416698	1	0.416908516	no_overlap
module_.913	set_size_100	0	100	34503	113	0.279323726	0.279323726	1	0.416908516	no_overlap
module_.691	set_size_100	0	100	34503	182	0.410282613	0.410282613	1	0.447247766	no_overlap
module_.811	set_size_100	0	100	34503	155	0.362109852	0.362109852	1	0.432528406	no_overlap
module_.841	set_size_100	0	100	34503	114	0.281413248	0.281413248	1	0.416908516	no_overlap
module_.901	set_size_100	0	100	34503	207	0.451667299	0.451667299	1	0.463248511	no_overlap
module_.1021	set_size_100	1	100	34503	210	0.123583608	0.123583608	1	0.416908516	EPS15
module_.835	set_size_100	0	100	34503	35	0.09637751	0.09637751	1	0.416908516	no_overlap
module_.985	set_size_100	0	100	34503	51	0.137315586	0.137315586	1	0.416908516	no_overlap
module_.607	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.416908516	no_overlap
module_.685	set_size_100	0	100	34503	203	0.445244447	0.445244447	1	0.462591633	no_overlap
module_.979	set_size_200	0	200	34403	84	0.385841447	0.385841447	1	0.664304248	no_overlap
module_.571	set_size_200	0	200	34403	46	0.234187766	0.234187766	1	0.664304248	no_overlap
module_.721	set_size_200	0	200	34403	97	0.430533437	0.430533437	1	0.667764068	no_overlap
module_.619	set_size_200	0	200	34403	79	0.367737665	0.367737665	1	0.664304248	no_overlap
module_.877	set_size_200	0	200	34403	64	0.310178482	0.310178482	1	0.664304248	no_overlap
module_.799	set_size_200	2	200	34403	59	0.004874626	0.004874626	0.389970082	0.097492521	"ATP2B4, ATXN1"
module_.763	set_size_200	0	200	34403	111	0.47504985	0.47504985	1	0.667764068	no_overlap
module_.559	set_size_200	5	200	34403	35	4.88E-08	4.88E-08	3.91E-06	3.91E-06	"CCL5, NKG7, GZMK, GZMA, CD160"
module_.997	set_size_200	2	200	34403	55	0.004000782	0.004000782	0.320062537	0.097492521	"KLRC3, TGFBR3"
module_.637	set_size_200	0	200	34403	53	0.264682034	0.264682034	1	0.664304248	no_overlap
module_.937	set_size_200	1	200	34403	203	0.328065438	0.328065438	1	0.664304248	VIP
module_.781	set_size_200	1	200	34403	127	0.16726958	0.16726958	1	0.664304248	EMCN
module_.1015	set_size_200	0	200	34403	172	0.631935259	0.631935259	1	0.674064277	no_overlap
module_.745	set_size_200	2	200	34403	105	0.023184848	0.023184848	1	0.309131312	"CA6, POU6F1"
module_.697	set_size_200	0	200	34403	88	0.399952349	0.399952349	1	0.664304248	no_overlap
module_.709	set_size_200	0	200	34403	45	0.229729926	0.229729926	1	0.664304248	no_overlap
module_.865	set_size_200	0	200	34403	52	0.260400832	0.260400832	1	0.664304248	no_overlap
module_.631	set_size_200	0	200	34403	80	0.371400406	0.371400406	1	0.664304248	no_overlap
module_.805	set_size_200	0	200	34403	79	0.367737665	0.367737665	1	0.664304248	no_overlap
module_.565	set_size_200	0	200	34403	126	0.518909351	0.518909351	1	0.673792771	no_overlap
module_.1009	set_size_200	0	200	34403	66	0.318144367	0.318144367	1	0.664304248	no_overlap
module_.643	set_size_200	0	200	34403	51	0.256094828	0.256094828	1	0.664304248	no_overlap
module_.751	set_size_200	0	200	34403	21	0.114642872	0.114642872	1	0.664304248	no_overlap
module_.871	set_size_200	0	200	34403	156	0.595987322	0.595987322	1	0.673792771	no_overlap
module_.733	set_size_200	0	200	34403	145	0.569267423	0.569267423	1	0.673792771	no_overlap
module_.823	set_size_200	0	200	34403	168	0.623258313	0.623258313	1	0.673792771	no_overlap
module_.925	set_size_200	1	200	34403	188	0.296236812	0.296236812	1	0.664304248	PIGF
module_.919	set_size_200	0	200	34403	147	0.574253072	0.574253072	1	0.673792771	no_overlap
module_.973	set_size_200	0	200	34403	119	0.498914877	0.498914877	1	0.673792771	no_overlap
module_.679	set_size_200	1	200	34403	66	0.056029673	0.056029673	1	0.560296729	TOX
module_.399	set_size_200	0	200	34403	31	0.16454032	0.16454032	1	0.664304248	no_overlap
module_.655	set_size_200	0	200	34403	89	0.403429374	0.403429374	1	0.664304248	no_overlap
module_.787	set_size_200	0	200	34403	49	0.247407846	0.247407846	1	0.664304248	no_overlap
module_.577	set_size_200	0	200	34403	128	0.524474826	0.524474826	1	0.673792771	no_overlap
module_.775	set_size_200	2	200	34403	87	0.014131093	0.014131093	1	0.226097483	"ECT2, ARHGAP6"
module_.889	set_size_200	0	200	34403	84	0.385841447	0.385841447	1	0.664304248	no_overlap
module_.727	set_size_200	1	200	34403	89	0.093974117	0.093974117	1	0.664304248	CDC27
module_.895	set_size_200	0	200	34403	90	0.406886352	0.406886352	1	0.664304248	no_overlap
module_.625	set_size_200	0	200	34403	158	0.600665182	0.600665182	1	0.673792771	no_overlap
module_.601	set_size_200	1	200	34403	88	0.092199736	0.092199736	1	0.664304248	GTDC1
module_.967	set_size_200	1	200	34403	239	0.40255939	0.40255939	1	0.664304248	RPL10L
module_.883	set_size_200	1	200	34403	100	0.114106609	0.114106609	1	0.664304248	SMAD3
module_.583	set_size_200	0	200	34403	108	0.465811775	0.465811775	1	0.667764068	no_overlap
module_.847	set_size_200	0	200	34403	88	0.399952349	0.399952349	1	0.664304248	no_overlap
module_.793	set_size_200	0	200	34403	156	0.595987322	0.595987322	1	0.673792771	no_overlap
module_.661	set_size_200	2	200	34403	114	0.028649339	0.028649339	1	0.32742102	"ZNF410, STAG2"
module_.739	set_size_200	0	200	34403	143	0.564223685	0.564223685	1	0.673792771	no_overlap
module_.907	set_size_200	0	200	34403	167	0.621057462	0.621057462	1	0.673792771	no_overlap
module_.853	set_size_200	1	200	34403	113	0.139144451	0.139144451	1	0.664304248	PPM2C
module_.961	set_size_200	0	200	34403	66	0.318144367	0.318144367	1	0.664304248	no_overlap
module_.649	set_size_200	0	200	34403	81	0.375042034	0.375042034	1	0.664304248	no_overlap
module_.1027	set_size_200	0	200	34403	59	0.289856335	0.289856335	1	0.664304248	no_overlap
module_.589	set_size_200	0	200	34403	69	0.329921896	0.329921896	1	0.664304248	no_overlap
module_.931	set_size_200	1	200	34403	137	0.187906001	0.187906001	1	0.664304248	SPON1
module_.595	set_size_200	0	200	34403	184	0.656790933	0.656790933	1	0.682380191	no_overlap
module_.1003	set_size_200	0	200	34403	146	0.571767467	0.571767467	1	0.673792771	no_overlap
module_.703	set_size_200	0	200	34403	259	0.778418389	0.778418389	1	0.778418389	no_overlap
module_.757	set_size_200	0	200	34403	199	0.685524375	0.685524375	1	0.701542994	no_overlap
module_.829	set_size_200	2	200	34403	46	0.002404637	0.002404637	0.192370971	0.096185486	"SH2D1A, SYNE2"
module_.955	set_size_200	0	200	34403	108	0.465811775	0.465811775	1	0.667764068	no_overlap
module_.667	set_size_200	0	200	34403	48	0.243026579	0.243026579	1	0.664304248	no_overlap
module_.859	set_size_200	1	200	34403	108	0.129374124	0.129374124	1	0.664304248	KLRG1
module_.817	set_size_200	0	200	34403	132	0.535414312	0.535414312	1	0.673792771	no_overlap
module_.991	set_size_200	0	200	34403	165	0.616617309	0.616617309	1	0.673792771	no_overlap
module_.943	set_size_200	1	200	34403	192	0.304752964	0.304752964	1	0.664304248	RAB11FIP2
module_.613	set_size_200	0	200	34403	108	0.465811775	0.465811775	1	0.667764068	no_overlap
module_.769	set_size_200	0	200	34403	107	0.462696611	0.462696611	1	0.667764068	no_overlap
module_.715	set_size_200	0	200	34403	128	0.524474826	0.524474826	1	0.673792771	no_overlap
module_.949	set_size_200	0	200	34403	54	0.268938578	0.268938578	1	0.664304248	no_overlap
module_.673	set_size_200	0	200	34403	67	0.322092918	0.322092918	1	0.664304248	no_overlap
module_.913	set_size_200	0	200	34403	113	0.481120078	0.481120078	1	0.667764068	no_overlap
module_.691	set_size_200	0	200	34403	182	0.652767474	0.652767474	1	0.682380191	no_overlap
module_.811	set_size_200	0	200	34403	155	0.593627986	0.593627986	1	0.673792771	no_overlap
module_.841	set_size_200	0	200	34403	114	0.48412895	0.48412895	1	0.667764068	no_overlap
module_.901	set_size_200	1	200	34403	207	0.336493557	0.336493557	1	0.664304248	RASA1
module_.1021	set_size_200	2	200	34403	210	0.122483051	0.122483051	1	0.664304248	"EPS15, GPR107"
module_.835	set_size_200	0	200	34403	35	0.183706662	0.183706662	1	0.664304248	no_overlap
module_.985	set_size_200	0	200	34403	51	0.256094828	0.256094828	1	0.664304248	no_overlap
module_.607	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.667764068	no_overlap
module_.685	set_size_200	0	200	34403	203	0.692773707	0.692773707	1	0.701542994	no_overlap
module_.979	set_size_25	0	25	34578	84	0.058972832	0.058972832	1	0.12674213	no_overlap
module_.571	set_size_25	0	25	34578	46	0.032720482	0.032720482	1	0.12674213	no_overlap
module_.721	set_size_25	0	25	34578	97	0.06779583	0.06779583	1	0.12674213	no_overlap
module_.619	set_size_25	0	25	34578	79	0.055558071	0.055558071	1	0.12674213	no_overlap
module_.877	set_size_25	0	25	34578	64	0.045242265	0.045242265	1	0.12674213	no_overlap
module_.799	set_size_25	0	25	34578	59	0.041779689	0.041779689	1	0.12674213	no_overlap
module_.763	set_size_25	0	25	34578	111	0.077208694	0.077208694	1	0.12674213	no_overlap
module_.559	set_size_25	1	25	34578	35	0.000293835	0.000293835	0.023506838	0.023506838	CCL5
module_.997	set_size_25	1	25	34578	55	0.000726891	0.000726891	0.058151281	0.029075641	KLRC3
module_.637	set_size_25	0	25	34578	53	0.037608684	0.037608684	1	0.12674213	no_overlap
module_.937	set_size_25	0	25	34578	203	0.136832628	0.136832628	1	0.144034345	no_overlap
module_.781	set_size_25	0	25	34578	127	0.08785453	0.08785453	1	0.128750495	no_overlap
module_.1015	set_size_25	0	25	34578	172	0.117167582	0.117167582	1	0.135846472	no_overlap
module_.745	set_size_25	1	25	34578	105	0.002614183	0.002614183	0.209134648	0.040955219	CA6
module_.697	set_size_25	0	25	34578	88	0.061696103	0.061696103	1	0.12674213	no_overlap
module_.709	set_size_25	0	25	34578	45	0.032020225	0.032020225	1	0.12674213	no_overlap
module_.865	set_size_25	0	25	34578	52	0.036911825	0.036911825	1	0.12674213	no_overlap
module_.631	set_size_25	0	25	34578	80	0.056241973	0.056241973	1	0.12674213	no_overlap
module_.805	set_size_25	0	25	34578	79	0.055558071	0.055558071	1	0.12674213	no_overlap
module_.565	set_size_25	0	25	34578	126	0.087192634	0.087192634	1	0.128750495	no_overlap
module_.1009	set_size_25	0	25	34578	66	0.046623929	0.046623929	1	0.12674213	no_overlap
module_.643	set_size_25	0	25	34578	51	0.03621448	0.03621448	1	0.12674213	no_overlap
module_.751	set_size_25	0	25	34578	21	0.015067303	0.015067303	1	0.12674213	no_overlap
module_.871	set_size_25	0	25	34578	156	0.106850318	0.106850318	1	0.133103112	no_overlap
module_.733	set_size_25	0	25	34578	145	0.099690161	0.099690161	1	0.132453893	no_overlap
module_.823	set_size_25	0	25	34578	168	0.114599045	0.114599045	1	0.134822406	no_overlap
module_.925	set_size_25	0	25	34578	188	0.12737038	0.12737038	1	0.141522645	no_overlap
module_.919	set_size_25	0	25	34578	147	0.100996094	0.100996094	1	0.132453893	no_overlap
module_.973	set_size_25	0	25	34578	119	0.082546436	0.082546436	1	0.128750495	no_overlap
module_.679	set_size_25	0	25	34578	66	0.046623929	0.046623929	1	0.12674213	no_overlap
module_.399	set_size_25	0	25	34578	31	0.022165375	0.022165375	1	0.12674213	no_overlap
module_.655	set_size_25	0	25	34578	89	0.062375738	0.062375738	1	0.12674213	no_overlap
module_.787	set_size_25	0	25	34578	49	0.034818337	0.034818337	1	0.12674213	no_overlap
module_.577	set_size_25	0	25	34578	128	0.088515965	0.088515965	1	0.128750495	no_overlap
module_.775	set_size_25	1	25	34578	87	0.001805448	0.001805448	0.144435835	0.037764702	ECT2
module_.889	set_size_25	0	25	34578	84	0.058972832	0.058972832	1	0.12674213	no_overlap
module_.727	set_size_25	1	25	34578	89	0.001888235	0.001888235	0.15105881	0.037764702	CDC27
module_.895	set_size_25	0	25	34578	90	0.063054901	0.063054901	1	0.12674213	no_overlap
module_.625	set_size_25	0	25	34578	158	0.108146278	0.108146278	1	0.133103112	no_overlap
module_.601	set_size_25	0	25	34578	88	0.061696103	0.061696103	1	0.12674213	no_overlap
module_.967	set_size_25	0	25	34578	239	0.159141844	0.159141844	1	0.161156298	no_overlap
module_.883	set_size_25	0	25	34578	100	0.0698206	0.0698206	1	0.12674213	no_overlap
module_.583	set_size_25	0	25	34578	108	0.075199365	0.075199365	1	0.12674213	no_overlap
module_.847	set_size_25	0	25	34578	88	0.061696103	0.061696103	1	0.12674213	no_overlap
module_.793	set_size_25	0	25	34578	156	0.106850318	0.106850318	1	0.133103112	no_overlap
module_.661	set_size_25	1	25	34578	114	0.003071641	0.003071641	0.245731317	0.040955219	ZNF410
module_.739	set_size_25	0	25	34578	143	0.098382408	0.098382408	1	0.132453893	no_overlap
module_.907	set_size_25	0	25	34578	167	0.113955791	0.113955791	1	0.134822406	no_overlap
module_.853	set_size_25	0	25	34578	113	0.078545918	0.078545918	1	0.12674213	no_overlap
module_.961	set_size_25	0	25	34578	66	0.046623929	0.046623929	1	0.12674213	no_overlap
module_.649	set_size_25	0	25	34578	81	0.0569254	0.0569254	1	0.12674213	no_overlap
module_.1027	set_size_25	0	25	34578	59	0.041779689	0.041779689	1	0.12674213	no_overlap
module_.589	set_size_25	0	25	34578	69	0.048692827	0.048692827	1	0.12674213	no_overlap
