module_name	AUC_set_name	overlap	AUC_set_size	universe	module_size	p	p-none	p-Bonn	p-BH	overlap_IDs
CD33.mod	set_size_0	0	1	34602	97	0.002803225	0.002803225	0.311157992	0.002889923	no_overlap
CD3E.mod	set_size_0	0	1	34602	97	0.002803225	0.002803225	0.311157992	0.002889923	no_overlap
CD4.mod	set_size_0	0	1	34602	96	0.002774326	0.002774326	0.307950178	0.002889923	no_overlap
CD5.mod	set_size_0	0	1	34602	96	0.002774326	0.002774326	0.307950178	0.002889923	no_overlap
CD8A.mod	set_size_0	0	1	34602	90	0.002600931	0.002600931	0.288703292	0.002889923	no_overlap
CD8B.mod	set_size_0	0	1	34602	92	0.002658729	0.002658729	0.29511892	0.002889923	no_overlap
CTLA4.mod	set_size_0	0	1	34602	90	0.002600931	0.002600931	0.288703292	0.002889923	no_overlap
CXCR1.mod	set_size_0	0	1	34602	97	0.002803225	0.002803225	0.311157992	0.002889923	no_overlap
FASLG.mod	set_size_0	0	1	34602	94	0.002716527	0.002716527	0.301534549	0.002889923	no_overlap
GNLY.mod	set_size_0	0	1	34602	95	0.002745427	0.002745427	0.304742363	0.002889923	no_overlap
GZMA.mod	set_size_0	0	1	34602	95	0.002745427	0.002745427	0.304742363	0.002889923	no_overlap
GZMB.mod	set_size_0	0	1	34602	96	0.002774326	0.002774326	0.307950178	0.002889923	no_overlap
GZMK.mod	set_size_0	0	1	34602	88	0.002543132	0.002543132	0.282287663	0.002889923	no_overlap
GZMM.mod	set_size_0	0	1	34602	94	0.002716527	0.002716527	0.301534549	0.002889923	no_overlap
IL15RA.mod	set_size_0	0	1	34602	96	0.002774326	0.002774326	0.307950178	0.002889923	no_overlap
IL27RA.mod	set_size_0	0	1	34602	98	0.002832124	0.002832124	0.314365806	0.002889923	no_overlap
IL2RA.mod	set_size_0	0	1	34602	92	0.002658729	0.002658729	0.29511892	0.002889923	no_overlap
IL2RB.mod	set_size_0	0	1	34602	97	0.002803225	0.002803225	0.311157992	0.002889923	no_overlap
ITGB3.mod	set_size_0	0	1	34602	91	0.00262983	0.00262983	0.291911106	0.002889923	no_overlap
KIR2DL1.mod	set_size_0	0	1	34602	87	0.002514233	0.002514233	0.279079849	0.002889923	no_overlap
KIR2DS4.mod	set_size_0	0	1	34602	86	0.002485334	0.002485334	0.275872034	0.002889923	no_overlap
KLRD1.mod	set_size_0	0	1	34602	95	0.002745427	0.002745427	0.304742363	0.002889923	no_overlap
MPO.mod	set_size_0	0	1	34602	88	0.002543132	0.002543132	0.282287663	0.002889923	no_overlap
NCAM1.mod	set_size_0	0	1	34602	88	0.002543132	0.002543132	0.282287663	0.002889923	no_overlap
NKG7.mod	set_size_0	0	1	34602	95	0.002745427	0.002745427	0.304742363	0.002889923	no_overlap
PRF1.mod	set_size_0	0	1	34602	97	0.002803225	0.002803225	0.311157992	0.002889923	no_overlap
THBD.mod	set_size_0	0	1	34602	95	0.002745427	0.002745427	0.304742363	0.002889923	no_overlap
TIGIT.mod	set_size_0	0	1	34602	94	0.002716527	0.002716527	0.301534549	0.002889923	no_overlap
AFF1.mod	set_size_100	0	100	34503	92	0.234027532	0.234027532	1	0.25160628	no_overlap
BAZ1A.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
BCLAF1.mod	set_size_100	0	100	34503	87	0.222833876	0.222833876	1	0.25160628	no_overlap
BTAF1.mod	set_size_100	0	100	34503	90	0.229569353	0.229569353	1	0.25160628	no_overlap
CBFB.mod	set_size_100	0	100	34503	100	0.25160628	0.25160628	1	0.25160628	no_overlap
CBX1.mod	set_size_100	0	100	34503	93	0.236247035	0.236247035	1	0.25160628	no_overlap
CBX3.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
CBX5.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
CCNT2.mod	set_size_100	0	100	34503	90	0.229569353	0.229569353	1	0.25160628	no_overlap
CHD3.mod	set_size_100	0	100	34503	88	0.225085488	0.225085488	1	0.25160628	no_overlap
COPS2.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
E2F1.mod	set_size_100	1	100	34503	99	0.033455576	0.033455576	1	0.137539592	GZMA
EED.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
ELF4.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
EOMES.mod	set_size_100	6	100	34503	93	1.05E-08	1.05E-08	1.17E-06	1.17E-06	"CCL5, EOMES, NKG7, SH2D1A, SAMD3, GZMA"
ETF1.mod	set_size_100	0	100	34503	90	0.229569353	0.229569353	1	0.25160628	no_overlap
ETS2.mod	set_size_100	0	100	34503	92	0.234027532	0.234027532	1	0.25160628	no_overlap
FLI1.mod	set_size_100	0	100	34503	100	0.25160628	0.25160628	1	0.25160628	no_overlap
FOS.mod	set_size_100	0	100	34503	88	0.225085488	0.225085488	1	0.25160628	no_overlap
FOXJ2.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
FOXO3.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
FOXP3.mod	set_size_100	0	100	34503	89	0.227330641	0.227330641	1	0.25160628	no_overlap
FUBP1.mod	set_size_100	0	100	34503	92	0.234027532	0.234027532	1	0.25160628	no_overlap
FUS.mod	set_size_100	0	100	34503	79	0.204586269	0.204586269	1	0.25160628	no_overlap
GATA3.mod	set_size_100	0	100	34503	91	0.231801645	0.231801645	1	0.25160628	no_overlap
HAT1.mod	set_size_100	0	100	34503	83	0.21376248	0.21376248	1	0.25160628	no_overlap
HBP1.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
HDAC2.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
HDAC4.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
HIF1A.mod	set_size_100	0	100	34503	87	0.222833876	0.222833876	1	0.25160628	no_overlap
IKZF1.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
IRF7.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
IRF8.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
JUNB.mod	set_size_100	0	100	34503	94	0.23846017	0.23846017	1	0.25160628	no_overlap
KLF1.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
MAF.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
MEF2A.mod	set_size_100	1	100	34503	83	0.024175558	0.024175558	1	0.137539592	EPS15
MLL.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
MORF4L2.mod	set_size_100	0	100	34503	92	0.234027532	0.234027532	1	0.25160628	no_overlap
MTA1.mod	set_size_100	0	100	34503	99	0.24943097	0.24943097	1	0.25160628	no_overlap
NAB1.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
NCOA3.mod	set_size_100	0	100	34503	91	0.231801645	0.231801645	1	0.25160628	no_overlap
NFATC3.mod	set_size_100	0	100	34503	93	0.236247035	0.236247035	1	0.25160628	no_overlap
NFKB1.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
PATZ1.mod	set_size_100	0	100	34503	94	0.23846017	0.23846017	1	0.25160628	no_overlap
PBX2.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
PHF1.mod	set_size_100	0	100	34503	93	0.236247035	0.236247035	1	0.25160628	no_overlap
PKNOX1.mod	set_size_100	0	100	34503	80	0.206890213	0.206890213	1	0.25160628	no_overlap
PNN.mod	set_size_100	0	100	34503	85	0.218311205	0.218311205	1	0.25160628	no_overlap
RBBP7.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
RBL2.mod	set_size_100	1	100	34503	88	0.026943702	0.026943702	1	0.137539592	CA6
RORC.mod	set_size_100	0	100	34503	94	0.23846017	0.23846017	1	0.25160628	no_overlap
RREB1.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
RUNX1.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
RUNX3.mod	set_size_100	4	100	34503	95	8.59E-06	8.59E-06	0.00095366	0.000100377	"NKG7, SAMD3, GZMA, TGFBR3"
SKIL.mod	set_size_100	0	100	34503	67	0.176416698	0.176416698	1	0.25160628	no_overlap
SMAD3.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
SMAD7.mod	set_size_100	3	100	34503	95	0.000170852	0.000170852	0.018964557	0.001458812	"CCL5, SAMD3, TGFBR3"
SMARCC1.mod	set_size_100	0	100	34503	88	0.225085488	0.225085488	1	0.25160628	no_overlap
SMARCD2.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
SP1.mod	set_size_100	0	100	34503	100	0.25160628	0.25160628	1	0.25160628	no_overlap
STAT1.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
STAT2.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
STAT3.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
STAT4.mod	set_size_100	1	100	34503	93	0.029833313	0.029833313	1	0.137539592	SAMD3
STAT5B.mod	set_size_100	0	100	34503	87	0.222833876	0.222833876	1	0.25160628	no_overlap
STAT6.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
TAF2.mod	set_size_100	0	100	34503	94	0.23846017	0.23846017	1	0.25160628	no_overlap
TAF9.mod	set_size_100	0	100	34503	100	0.25160628	0.25160628	1	0.25160628	no_overlap
TBX21.mod	set_size_100	4	100	34503	96	9.04E-06	9.04E-06	0.001003766	0.000100377	"NKG7, SAMD3, GZMA, TGFBR3"
TCF12.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
TCF7.mod	set_size_100	0	100	34503	91	0.231801645	0.231801645	1	0.25160628	no_overlap
TFAM.mod	set_size_100	0	100	34503	94	0.23846017	0.23846017	1	0.25160628	no_overlap
TOX.mod	set_size_100	4	100	34503	95	8.59E-06	8.59E-06	0.00095366	0.000100377	"NKG7, SAMD3, GZMA, TGFBR3"
WHSC1L1.mod	set_size_100	0	100	34503	93	0.236247035	0.236247035	1	0.25160628	no_overlap
YY1.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
ZBTB7B.mod	set_size_100	0	100	34503	99	0.24943097	0.24943097	1	0.25160628	no_overlap
CD14.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
CD160.mod	set_size_100	1	100	34503	96	0.031623722	0.031623722	1	0.137539592	SAMD3
CD19.mod	set_size_100	0	100	34503	93	0.236247035	0.236247035	1	0.25160628	no_overlap
CD244.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
CD28.mod	set_size_100	0	100	34503	89	0.227330641	0.227330641	1	0.25160628	no_overlap
CD2.mod	set_size_100	1	100	34503	98	0.032840405	0.032840405	1	0.137539592	SH2D1A
CD33.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
CD3E.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
CD4.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
CD5.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
CD8A.mod	set_size_100	4	100	34503	90	6.59E-06	6.59E-06	0.000731676	0.000100377	"CCL5, GZMK, LAG3, LYAR"
CD8B.mod	set_size_100	3	100	34503	92	0.000150951	0.000150951	0.016755567	0.001458812	"GZMK, LAG3, LYAR"
CTLA4.mod	set_size_100	0	100	34503	90	0.229569353	0.229569353	1	0.25160628	no_overlap
CXCR1.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
FASLG.mod	set_size_100	3	100	34503	94	0.00016402	0.00016402	0.018206204	0.001458812	"NKG7, GZMA, TGFBR3"
GNLY.mod	set_size_100	2	100	34503	95	0.002673632	0.002673632	0.296773159	0.018518258	"NKG7, TGFBR3"
GZMA.mod	set_size_100	5	100	34503	95	3.53E-07	3.53E-07	3.92E-05	9.80E-06	"EOMES, NKG7, SAMD3, GZMA, TGFBR3"
GZMB.mod	set_size_100	1	100	34503	96	0.031623722	0.031623722	1	0.137539592	NKG7
GZMK.mod	set_size_100	5	100	34503	88	2.24E-07	2.24E-07	2.49E-05	9.80E-06	"CCL5, SH2D1A, GZMK, LAG3, LYAR"
GZMM.mod	set_size_100	5	100	34503	94	3.32E-07	3.32E-07	3.68E-05	9.80E-06	"CCL5, NKG7, SAMD3, GZMA, TGFBR3"
IL15RA.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
IL27RA.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
IL2RA.mod	set_size_100	1	100	34503	92	0.029245866	0.029245866	1	0.137539592	POU6F1
IL2RB.mod	set_size_100	1	100	34503	97	0.032229777	0.032229777	1	0.137539592	TGFBR3
ITGB3.mod	set_size_100	0	100	34503	91	0.231801645	0.231801645	1	0.25160628	no_overlap
KIR2DL1.mod	set_size_100	1	100	34503	87	0.026380226	0.026380226	1	0.137539592	KLRC3
KIR2DS4.mod	set_size_100	2	100	34503	86	0.002014208	0.002014208	0.223577071	0.015969791	"NKG7, TGFBR3"
KLRD1.mod	set_size_100	4	100	34503	95	8.59E-06	8.59E-06	0.00095366	0.000100377	"NKG7, SAMD3, GZMA, TGFBR3"
MPO.mod	set_size_100	0	100	34503	88	0.225085488	0.225085488	1	0.25160628	no_overlap
NCAM1.mod	set_size_100	0	100	34503	88	0.225085488	0.225085488	1	0.25160628	no_overlap
NKG7.mod	set_size_100	4	100	34503	95	8.59E-06	8.59E-06	0.00095366	0.000100377	"NKG7, SAMD3, GZMA, TGFBR3"
PRF1.mod	set_size_100	2	100	34503	97	0.00283613	0.00283613	0.314810394	0.018518258	"NKG7, GZMA"
THBD.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
TIGIT.mod	set_size_100	2	100	34503	94	0.002594597	0.002594597	0.288000256	0.018518258	"SH2D1A, SAMD3"
AFF1.mod	set_size_200	0	200	34403	92	0.413740623	0.413740623	1	0.440378483	no_overlap
BAZ1A.mod	set_size_200	1	200	34403	96	0.10666159	0.10666159	1	0.322388811	STAG2
BCLAF1.mod	set_size_200	1	200	34403	87	0.090435397	0.090435397	1	0.322388811	RAB11FIP2
BTAF1.mod	set_size_200	1	200	34403	90	0.095758367	0.095758367	1	0.322388811	RASA1
CBFB.mod	set_size_200	0	200	34403	100	0.440378483	0.440378483	1	0.440378483	no_overlap
CBX1.mod	set_size_200	0	200	34403	93	0.417138145	0.417138145	1	0.440378483	no_overlap
CBX3.mod	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.440378483	no_overlap
CBX5.mod	set_size_200	0	200	34403	95	0.423874526	0.423874526	1	0.440378483	no_overlap
CCNT2.mod	set_size_200	0	200	34403	90	0.406886352	0.406886352	1	0.440378483	no_overlap
CHD3.mod	set_size_200	0	200	34403	88	0.399952349	0.399952349	1	0.440378483	no_overlap
COPS2.mod	set_size_200	0	200	34403	97	0.430533437	0.430533437	1	0.440378483	no_overlap
E2F1.mod	set_size_200	2	200	34403	99	0.01988945	0.01988945	1	0.105129951	"GZMA, TCF19"
EED.mod	set_size_200	0	200	34403	98	0.433834118	0.433834118	1	0.440378483	no_overlap
ELF4.mod	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.440378483	no_overlap
EOMES.mod	set_size_200	7	200	34403	93	7.24E-08	7.24E-08	8.04E-06	8.04E-06	"CCL5, EOMES, NKG7, SH2D1A, SAMD3, GZMA, KLRG1"
ETF1.mod	set_size_200	0	200	34403	90	0.406886352	0.406886352	1	0.440378483	no_overlap
ETS2.mod	set_size_200	0	200	34403	92	0.413740623	0.413740623	1	0.440378483	no_overlap
FLI1.mod	set_size_200	1	200	34403	100	0.114106609	0.114106609	1	0.324764964	STAG2
FOS.mod	set_size_200	0	200	34403	88	0.399952349	0.399952349	1	0.440378483	no_overlap
FOXJ2.mod	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.440378483	no_overlap
FOXO3.mod	set_size_200	0	200	34403	97	0.430533437	0.430533437	1	0.440378483	no_overlap
FOXP3.mod	set_size_200	0	200	34403	89	0.403429374	0.403429374	1	0.440378483	no_overlap
FUBP1.mod	set_size_200	0	200	34403	92	0.413740623	0.413740623	1	0.440378483	no_overlap
FUS.mod	set_size_200	1	200	34403	79	0.076703582	0.076703582	1	0.322388811	RAB11FIP2
GATA3.mod	set_size_200	0	200	34403	91	0.410323397	0.410323397	1	0.440378483	no_overlap
HAT1.mod	set_size_200	0	200	34403	83	0.382262434	0.382262434	1	0.440378483	no_overlap
HBP1.mod	set_size_200	1	200	34403	98	0.110367341	0.110367341	1	0.322388811	STAG2
HDAC2.mod	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.440378483	no_overlap
HDAC4.mod	set_size_200	0	200	34403	97	0.430533437	0.430533437	1	0.440378483	no_overlap
HIF1A.mod	set_size_200	0	200	34403	87	0.39645516	0.39645516	1	0.440378483	no_overlap
IKZF1.mod	set_size_200	0	200	34403	95	0.423874526	0.423874526	1	0.440378483	no_overlap
IRF7.mod	set_size_200	0	200	34403	97	0.430533437	0.430533437	1	0.440378483	no_overlap
IRF8.mod	set_size_200	0	200	34403	98	0.433834118	0.433834118	1	0.440378483	no_overlap
JUNB.mod	set_size_200	0	200	34403	94	0.420516075	0.420516075	1	0.440378483	no_overlap
KLF1.mod	set_size_200	0	200	34403	95	0.423874526	0.423874526	1	0.440378483	no_overlap
MAF.mod	set_size_200	0	200	34403	95	0.423874526	0.423874526	1	0.440378483	no_overlap
MEF2A.mod	set_size_200	1	200	34403	83	0.083481991	0.083481991	1	0.322388811	EPS15
MLL.mod	set_size_200	0	200	34403	95	0.423874526	0.423874526	1	0.440378483	no_overlap
MORF4L2.mod	set_size_200	0	200	34403	92	0.413740623	0.413740623	1	0.440378483	no_overlap
MTA1.mod	set_size_200	0	200	34403	99	0.437115764	0.437115764	1	0.440378483	no_overlap
NAB1.mod	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.440378483	no_overlap
NCOA3.mod	set_size_200	0	200	34403	91	0.410323397	0.410323397	1	0.440378483	no_overlap
NFATC3.mod	set_size_200	1	200	34403	93	0.101168616	0.101168616	1	0.322388811	TOX
