module_name	AUC_set_name	overlap	AUC_set_size	universe	module_size	p	p-none	p-Bonn	p-BH	overlap_IDs
module_.577	set_size_200	0	200	34403	128	0.52447482557096	0.52447482557096	1	0.673792770809375	no_overlap
module_.775	set_size_200	2	200	34403	87	0.0141310926571136	0.0141310926571136	1	0.226097482513818	ECT2, ARHGAP6
module_.889	set_size_200	0	200	34403	84	0.385841446519206	0.385841446519206	1	0.664304247952015	no_overlap
module_.727	set_size_200	1	200	34403	89	0.0939741174331545	0.0939741174331545	1	0.664304247952015	CDC27
module_.895	set_size_200	0	200	34403	90	0.406886351870609	0.406886351870609	1	0.664304247952015	no_overlap
module_.625	set_size_200	0	200	34403	158	0.600665182144208	0.600665182144208	1	0.673792770809375	no_overlap
module_.601	set_size_200	1	200	34403	88	0.0921997361514498	0.0921997361514498	1	0.664304247952015	GTDC1
module_.967	set_size_200	1	200	34403	239	0.402559390212547	0.402559390212547	1	0.664304247952015	RPL10L
module_.883	set_size_200	1	200	34403	100	0.114106609084466	0.114106609084466	1	0.664304247952015	SMAD3
module_.583	set_size_200	0	200	34403	108	0.465811774910074	0.465811774910074	1	0.667764068480659	no_overlap
module_.847	set_size_200	0	200	34403	88	0.399952348905408	0.399952348905408	1	0.664304247952015	no_overlap
module_.793	set_size_200	0	200	34403	156	0.595987321595835	0.595987321595835	1	0.673792770809375	no_overlap
module_.661	set_size_200	2	200	34403	114	0.0286493392209982	0.0286493392209982	1	0.327421019668551	ZNF410, STAG2
module_.739	set_size_200	0	200	34403	143	0.564223684813318	0.564223684813318	1	0.673792770809375	no_overlap
module_.907	set_size_200	0	200	34403	167	0.621057461923773	0.621057461923773	1	0.673792770809375	no_overlap
module_.853	set_size_200	1	200	34403	113	0.13914445059736	0.13914445059736	1	0.664304247952015	PPM2C
module_.961	set_size_200	0	200	34403	66	0.318144366768099	0.318144366768099	1	0.664304247952015	no_overlap
module_.649	set_size_200	0	200	34403	81	0.375042033671083	0.375042033671083	1	0.664304247952015	no_overlap
module_.1027	set_size_200	0	200	34403	59	0.289856335070112	0.289856335070112	1	0.664304247952015	no_overlap
module_.589	set_size_200	0	200	34403	69	0.329921896128693	0.329921896128693	1	0.664304247952015	no_overlap
module_.931	set_size_200	1	200	34403	137	0.187906001498553	0.187906001498553	1	0.664304247952015	SPON1
module_.595	set_size_200	0	200	34403	184	0.656790933412082	0.656790933412082	1	0.682380190558007	no_overlap
module_.1003	set_size_200	0	200	34403	146	0.571767466642102	0.571767466642102	1	0.673792770809375	no_overlap
module_.703	set_size_200	0	200	34403	259	0.778418388995074	0.778418388995074	1	0.778418388995074	no_overlap
module_.757	set_size_200	0	200	34403	199	0.685524375344449	0.685524375344449	1	0.701542994474587	no_overlap
module_.829	set_size_200	2	200	34403	46	0.0024046371387243	0.0024046371387243	0.192370971097944	0.096185485548972	SH2D1A, SYNE2
module_.955	set_size_200	0	200	34403	108	0.465811774910074	0.465811774910074	1	0.667764068480659	no_overlap
module_.667	set_size_200	0	200	34403	48	0.243026578835006	0.243026578835006	1	0.664304247952015	no_overlap
module_.859	set_size_200	1	200	34403	108	0.129374124398574	0.129374124398574	1	0.664304247952015	KLRG1
module_.817	set_size_200	0	200	34403	132	0.535414311885951	0.535414311885951	1	0.673792770809375	no_overlap
module_.991	set_size_200	0	200	34403	165	0.616617308949146	0.616617308949146	1	0.673792770809375	no_overlap
module_.943	set_size_200	1	200	34403	192	0.304752963654708	0.304752963654708	1	0.664304247952015	RAB11FIP2
module_.613	set_size_200	0	200	34403	108	0.465811774910074	0.465811774910074	1	0.667764068480659	no_overlap
module_.769	set_size_200	0	200	34403	107	0.462696611479412	0.462696611479412	1	0.667764068480659	no_overlap
module_.715	set_size_200	0	200	34403	128	0.52447482557096	0.52447482557096	1	0.673792770809375	no_overlap
module_.949	set_size_200	0	200	34403	54	0.268938578356857	0.268938578356857	1	0.664304247952015	no_overlap
module_.673	set_size_200	0	200	34403	67	0.322092918369176	0.322092918369176	1	0.664304247952015	no_overlap
module_.913	set_size_200	0	200	34403	113	0.481120077963722	0.481120077963722	1	0.667764068480659	no_overlap
module_.691	set_size_200	0	200	34403	182	0.652767473780926	0.652767473780926	1	0.682380190558007	no_overlap
module_.811	set_size_200	0	200	34403	155	0.593627985702328	0.593627985702328	1	0.673792770809375	no_overlap
module_.841	set_size_200	0	200	34403	114	0.484128949648478	0.484128949648478	1	0.667764068480659	no_overlap
module_.901	set_size_200	1	200	34403	207	0.336493557038302	0.336493557038302	1	0.664304247952015	RASA1
module_.1021	set_size_200	2	200	34403	210	0.122483050598311	0.122483050598311	1	0.664304247952015	EPS15, GPR107
module_.835	set_size_200	0	200	34403	35	0.183706662284388	0.183706662284388	1	0.664304247952015	no_overlap
module_.985	set_size_200	0	200	34403	51	0.256094828200025	0.256094828200025	1	0.664304247952015	no_overlap
module_.607	set_size_200	0	200	34403	96	0.427213609762162	0.427213609762162	1	0.667764068480659	no_overlap
module_.685	set_size_200	0	200	34403	203	0.692773707043655	0.692773707043655	1	0.701542994474587	no_overlap
