module_name	AUC_set_name	overlap	AUC_set_size	universe	module_size	p	p-none	p-Bonn	p-BH	overlap_IDs
module_.943	set_size_100	1	100	34503	192	0.106669984	0.106669984	1	0.340669313	NGLY1
module_.613	set_size_100	0	100	34503	108	0.268785545	0.268785545	1	0.357350156	no_overlap
module_.769	set_size_100	0	100	34503	107	0.266659674	0.266659674	1	0.357350156	no_overlap
module_.715	set_size_100	1	100	34503	128	0.053137591	0.053137591	1	0.340669313	ARHGDIB
module_.949	set_size_100	0	100	34503	54	0.144784458	0.144784458	1	0.340669313	no_overlap
module_.673	set_size_100	0	100	34503	67	0.176416698	0.176416698	1	0.352833397	no_overlap
module_.913	set_size_100	0	100	34503	113	0.279323726	0.279323726	1	0.357350156	no_overlap
module_.691	set_size_100	1	100	34503	182	0.09757192	0.09757192	1	0.340669313	ANXA8
module_.811	set_size_100	0	100	34503	155	0.362109852	0.362109852	1	0.398862027	no_overlap
module_.841	set_size_100	0	100	34503	114	0.281413248	0.281413248	1	0.357350156	no_overlap
module_.901	set_size_100	1	100	34503	207	0.120720367	0.120720367	1	0.340669313	RNF138
module_.1021	set_size_100	0	100	34503	210	0.456436073	0.456436073	1	0.462213745	no_overlap
module_.835	set_size_100	0	100	34503	35	0.09637751	0.09637751	1	0.340669313	no_overlap
module_.985	set_size_100	0	100	34503	51	0.137315586	0.137315586	1	0.340669313	no_overlap
module_.607	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.357350156	no_overlap
module_.685	set_size_100	1	100	34503	203	0.116929304	0.116929304	1	0.340669313	PRKAG1
module_.979	set_size_200	2	200	34403	84	0.012863519	0.012863519	1	0.2913762	"NPC2, SNN"
module_.571	set_size_200	0	200	34403	46	0.234187766	0.234187766	1	0.537877157	no_overlap
module_.721	set_size_200	0	200	34403	97	0.430533437	0.430533437	1	0.56956347	no_overlap
module_.619	set_size_200	0	200	34403	79	0.367737665	0.367737665	1	0.56956347	no_overlap
module_.877	set_size_200	0	200	34403	64	0.310178482	0.310178482	1	0.549377236	no_overlap
module_.799	set_size_200	1	200	34403	59	0.045870449	0.045870449	1	0.366963595	SLC9A3R1
module_.763	set_size_200	1	200	34403	111	0.135216842	0.135216842	1	0.491697608	EHD4
module_.559	set_size_200	0	200	34403	35	0.183706662	0.183706662	1	0.537877157	no_overlap
module_.997	set_size_200	1	200	34403	55	0.040409146	0.040409146	1	0.366963595	LAIR2
module_.637	set_size_200	0	200	34403	53	0.264682034	0.264682034	1	0.537877157	no_overlap
module_.937	set_size_200	3	200	34403	203	0.030615119	0.030615119	1	0.366963595	"ZNF41, SSX3, SLC3A1"
module_.781	set_size_200	0	200	34403	127	0.521700143	0.521700143	1	0.582749806	no_overlap
module_.1015	set_size_200	1	200	34403	172	0.262064171	0.262064171	1	0.537877157	CIZ1
module_.745	set_size_200	1	200	34403	105	0.123593245	0.123593245	1	0.47083141	ZDHHC11
module_.697	set_size_200	1	200	34403	88	0.092199736	0.092199736	1	0.433881111	RGS12
module_.709	set_size_200	0	200	34403	45	0.229729926	0.229729926	1	0.537877157	no_overlap
module_.865	set_size_200	0	200	34403	52	0.260400832	0.260400832	1	0.537877157	no_overlap
module_.631	set_size_200	1	200	34403	80	0.078381133	0.078381133	1	0.433881111	TP53TG3
module_.805	set_size_200	0	200	34403	79	0.367737665	0.367737665	1	0.56956347	no_overlap
module_.565	set_size_200	0	200	34403	126	0.518909351	0.518909351	1	0.582749806	no_overlap
module_.1009	set_size_200	0	200	34403	66	0.318144367	0.318144367	1	0.549377236	no_overlap
module_.643	set_size_200	0	200	34403	51	0.256094828	0.256094828	1	0.537877157	no_overlap
module_.751	set_size_200	0	200	34403	21	0.114642872	0.114642872	1	0.458571488	no_overlap
module_.871	set_size_200	1	200	34403	156	0.227930922	0.227930922	1	0.537877157	TBL2
module_.733	set_size_200	1	200	34403	145	0.204655357	0.204655357	1	0.537877157	SMAD5
module_.823	set_size_200	1	200	34403	168	0.253515332	0.253515332	1	0.537877157	CASP3
module_.925	set_size_200	0	200	34403	188	0.664699214	0.664699214	1	0.673113128	no_overlap
module_.919	set_size_200	3	200	34403	147	0.010647765	0.010647765	0.851821163	0.2913762	"SSRP1, PDCD11, FBXO5"
module_.973	set_size_200	0	200	34403	119	0.498914877	0.498914877	1	0.578452031	no_overlap
module_.679	set_size_200	1	200	34403	66	0.056029673	0.056029673	1	0.40748853	SLC25A15
module_.399	set_size_200	0	200	34403	31	0.16454032	0.16454032	1	0.537877157	no_overlap
module_.655	set_size_200	3	200	34403	89	0.001802386	0.001802386	0.144190852	0.144190852	"HIST1H2BD, SLC29A1, CKAP2"
module_.787	set_size_200	0	200	34403	49	0.247407846	0.247407846	1	0.537877157	no_overlap
module_.577	set_size_200	0	200	34403	128	0.524474826	0.524474826	1	0.582749806	no_overlap
module_.775	set_size_200	1	200	34403	87	0.090435397	0.090435397	1	0.433881111	FAH
module_.889	set_size_200	0	200	34403	84	0.385841447	0.385841447	1	0.56956347	no_overlap
module_.727	set_size_200	0	200	34403	89	0.403429374	0.403429374	1	0.56956347	no_overlap
module_.895	set_size_200	0	200	34403	90	0.406886352	0.406886352	1	0.56956347	no_overlap
module_.625	set_size_200	1	200	34403	158	0.232184769	0.232184769	1	0.537877157	BMP2
module_.601	set_size_200	0	200	34403	88	0.399952349	0.399952349	1	0.56956347	no_overlap
module_.967	set_size_200	1	200	34403	239	0.40255939	0.40255939	1	0.56956347	GPR172A
module_.883	set_size_200	0	200	34403	100	0.440378483	0.440378483	1	0.56956347	no_overlap
module_.583	set_size_200	0	200	34403	108	0.465811775	0.465811775	1	0.56956347	no_overlap
module_.847	set_size_200	2	200	34403	88	0.01456881	0.01456881	1	0.2913762	"TCEB2, NDUFC1"
module_.793	set_size_200	0	200	34403	156	0.595987322	0.595987322	1	0.619207607	no_overlap
module_.661	set_size_200	0	200	34403	114	0.48412895	0.48412895	1	0.56956347	no_overlap
module_.739	set_size_200	0	200	34403	143	0.564223685	0.564223685	1	0.609885298	no_overlap
module_.907	set_size_200	2	200	34403	167	0.073039784	0.073039784	1	0.433881111	"MXI1, MAFG"
module_.853	set_size_200	0	200	34403	113	0.481120078	0.481120078	1	0.56956347	no_overlap
module_.961	set_size_200	0	200	34403	66	0.318144367	0.318144367	1	0.549377236	no_overlap
module_.649	set_size_200	0	200	34403	81	0.375042034	0.375042034	1	0.56956347	no_overlap
module_.1027	set_size_200	0	200	34403	59	0.289856335	0.289856335	1	0.549377236	no_overlap
module_.589	set_size_200	0	200	34403	69	0.329921896	0.329921896	1	0.549377236	no_overlap
module_.931	set_size_200	0	200	34403	137	0.548737168	0.548737168	1	0.601355801	no_overlap
module_.595	set_size_200	1	200	34403	184	0.287705789	0.287705789	1	0.549377236	RDH11
module_.1003	set_size_200	0	200	34403	146	0.571767467	0.571767467	1	0.609885298	no_overlap
module_.703	set_size_200	3	200	34403	259	0.064011349	0.064011349	1	0.426742326	"TAP2, ATP8B2, RIPK1"
module_.757	set_size_200	2	200	34403	199	0.108859715	0.108859715	1	0.458356693	"USP20, FAM63B"
module_.829	set_size_200	0	200	34403	46	0.234187766	0.234187766	1	0.537877157	no_overlap
module_.955	set_size_200	0	200	34403	108	0.465811775	0.465811775	1	0.56956347	no_overlap
module_.667	set_size_200	0	200	34403	48	0.243026579	0.243026579	1	0.537877157	no_overlap
module_.859	set_size_200	0	200	34403	108	0.465811775	0.465811775	1	0.56956347	no_overlap
module_.817	set_size_200	2	200	34403	132	0.041435659	0.041435659	1	0.366963595	"HERC5, ANXA11"
module_.991	set_size_200	0	200	34403	165	0.616617309	0.616617309	1	0.632428009	no_overlap
module_.943	set_size_200	2	200	34403	192	0.100519331	0.100519331	1	0.446752582	"NGLY1, CHKB"
module_.613	set_size_200	0	200	34403	108	0.465811775	0.465811775	1	0.56956347	no_overlap
module_.769	set_size_200	2	200	34403	107	0.024345157	0.024345157	1	0.366963595	"ANKRD12, ADARB1"
module_.715	set_size_200	2	200	34403	128	0.038382936	0.038382936	1	0.366963595	"ARHGDIB, VPS4B"
module_.949	set_size_200	0	200	34403	54	0.268938578	0.268938578	1	0.537877157	no_overlap
module_.673	set_size_200	0	200	34403	67	0.322092918	0.322092918	1	0.549377236	no_overlap
module_.913	set_size_200	0	200	34403	113	0.481120078	0.481120078	1	0.56956347	no_overlap
module_.691	set_size_200	2	200	34403	182	0.089079029	0.089079029	1	0.433881111	"ANXA8, PTPRU"
module_.811	set_size_200	0	200	34403	155	0.593627986	0.593627986	1	0.619207607	no_overlap
module_.841	set_size_200	0	200	34403	114	0.48412895	0.48412895	1	0.56956347	no_overlap
module_.901	set_size_200	1	200	34403	207	0.336493557	0.336493557	1	0.549377236	RNF138
module_.1021	set_size_200	0	200	34403	210	0.705062174	0.705062174	1	0.705062174	no_overlap
module_.835	set_size_200	0	200	34403	35	0.183706662	0.183706662	1	0.537877157	no_overlap
module_.985	set_size_200	0	200	34403	51	0.256094828	0.256094828	1	0.537877157	no_overlap
module_.607	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.56956347	no_overlap
module_.685	set_size_200	1	200	34403	203	0.328065438	0.328065438	1	0.549377236	PRKAG1
module_.979	set_size_25	0	25	34578	84	0.058972832	0.058972832	1	0.117353824	no_overlap
module_.571	set_size_25	0	25	34578	46	0.032720482	0.032720482	1	0.117353824	no_overlap
module_.721	set_size_25	0	25	34578	97	0.06779583	0.06779583	1	0.117353824	no_overlap
module_.619	set_size_25	0	25	34578	79	0.055558071	0.055558071	1	0.117353824	no_overlap
module_.877	set_size_25	0	25	34578	64	0.045242265	0.045242265	1	0.117353824	no_overlap
module_.799	set_size_25	0	25	34578	59	0.041779689	0.041779689	1	0.117353824	no_overlap
module_.763	set_size_25	0	25	34578	111	0.077208694	0.077208694	1	0.117353824	no_overlap
module_.559	set_size_25	0	25	34578	35	0.024990831	0.024990831	1	0.117353824	no_overlap
module_.997	set_size_25	1	25	34578	55	0.000726891	0.000726891	0.058151281	0.058151281	LAIR2
module_.637	set_size_25	0	25	34578	53	0.037608684	0.037608684	1	0.117353824	no_overlap
module_.937	set_size_25	1	25	34578	203	0.009401443	0.009401443	0.752115407	0.117353824	ZNF41
module_.781	set_size_25	0	25	34578	127	0.08785453	0.08785453	1	0.120021648	no_overlap
module_.1015	set_size_25	0	25	34578	172	0.117167582	0.117167582	1	0.132019811	no_overlap
module_.745	set_size_25	0	25	34578	105	0.073185836	0.073185836	1	0.117353824	no_overlap
module_.697	set_size_25	0	25	34578	88	0.061696103	0.061696103	1	0.117353824	no_overlap
module_.709	set_size_25	0	25	34578	45	0.032020225	0.032020225	1	0.117353824	no_overlap
module_.865	set_size_25	0	25	34578	52	0.036911825	0.036911825	1	0.117353824	no_overlap
module_.631	set_size_25	0	25	34578	80	0.056241973	0.056241973	1	0.117353824	no_overlap
module_.805	set_size_25	0	25	34578	79	0.055558071	0.055558071	1	0.117353824	no_overlap
module_.565	set_size_25	0	25	34578	126	0.087192634	0.087192634	1	0.120021648	no_overlap
module_.1009	set_size_25	0	25	34578	66	0.046623929	0.046623929	1	0.117353824	no_overlap
module_.643	set_size_25	0	25	34578	51	0.03621448	0.03621448	1	0.117353824	no_overlap
module_.751	set_size_25	0	25	34578	21	0.015067303	0.015067303	1	0.117353824	no_overlap
module_.871	set_size_25	0	25	34578	156	0.106850318	0.106850318	1	0.125386989	no_overlap
module_.733	set_size_25	0	25	34578	145	0.099690161	0.099690161	1	0.124302885	no_overlap
module_.823	set_size_25	1	25	34578	168	0.006532322	0.006532322	0.522585779	0.117353824	CASP3
module_.925	set_size_25	0	25	34578	188	0.12737038	0.12737038	1	0.137697708	no_overlap
module_.919	set_size_25	0	25	34578	147	0.100996094	0.100996094	1	0.124302885	no_overlap
module_.973	set_size_25	0	25	34578	119	0.082546436	0.082546436	1	0.120021648	no_overlap
module_.679	set_size_25	0	25	34578	66	0.046623929	0.046623929	1	0.117353824	no_overlap
module_.399	set_size_25	0	25	34578	31	0.022165375	0.022165375	1	0.117353824	no_overlap
module_.655	set_size_25	0	25	34578	89	0.062375738	0.062375738	1	0.117353824	no_overlap
module_.787	set_size_25	0	25	34578	49	0.034818337	0.034818337	1	0.117353824	no_overlap
module_.577	set_size_25	0	25	34578	128	0.088515965	0.088515965	1	0.120021648	no_overlap
module_.775	set_size_25	0	25	34578	87	0.061015996	0.061015996	1	0.117353824	no_overlap
module_.889	set_size_25	0	25	34578	84	0.058972832	0.058972832	1	0.117353824	no_overlap
module_.727	set_size_25	0	25	34578	89	0.062375738	0.062375738	1	0.117353824	no_overlap
module_.895	set_size_25	0	25	34578	90	0.063054901	0.063054901	1	0.117353824	no_overlap
module_.625	set_size_25	0	25	34578	158	0.108146278	0.108146278	1	0.125386989	no_overlap
module_.601	set_size_25	0	25	34578	88	0.061696103	0.061696103	1	0.117353824	no_overlap
module_.967	set_size_25	0	25	34578	239	0.159141844	0.159141844	1	0.161156298	no_overlap
module_.883	set_size_25	0	25	34578	100	0.0698206	0.0698206	1	0.117353824	no_overlap
module_.583	set_size_25	0	25	34578	108	0.075199365	0.075199365	1	0.117353824	no_overlap
module_.847	set_size_25	0	25	34578	88	0.061696103	0.061696103	1	0.117353824	no_overlap
module_.793	set_size_25	0	25	34578	156	0.106850318	0.106850318	1	0.125386989	no_overlap
module_.661	set_size_25	0	25	34578	114	0.079213832	0.079213832	1	0.117353824	no_overlap
module_.739	set_size_25	0	25	34578	143	0.098382408	0.098382408	1	0.124302885	no_overlap
module_.907	set_size_25	1	25	34578	167	0.006457402	0.006457402	0.516592141	0.117353824	MXI1
module_.853	set_size_25	0	25	34578	113	0.078545918	0.078545918	1	0.117353824	no_overlap
module_.961	set_size_25	0	25	34578	66	0.046623929	0.046623929	1	0.117353824	no_overlap
module_.649	set_size_25	0	25	34578	81	0.0569254	0.0569254	1	0.117353824	no_overlap
module_.1027	set_size_25	0	25	34578	59	0.041779689	0.041779689	1	0.117353824	no_overlap
module_.589	set_size_25	0	25	34578	69	0.048692827	0.048692827	1	0.117353824	no_overlap
