module_name	AUC_set_name	overlap	AUC_set_size	universe	module_size	p	p-none	p-Bonn	p-BH	overlap_IDs
CD33.mod	set_size_0	0	1	34602	97	0.002803225	0.002803225	0.311157992	0.002889923	no_overlap
CD3E.mod	set_size_0	0	1	34602	97	0.002803225	0.002803225	0.311157992	0.002889923	no_overlap
CD4.mod	set_size_0	0	1	34602	96	0.002774326	0.002774326	0.307950178	0.002889923	no_overlap
CD5.mod	set_size_0	0	1	34602	96	0.002774326	0.002774326	0.307950178	0.002889923	no_overlap
CD8A.mod	set_size_0	0	1	34602	90	0.002600931	0.002600931	0.288703292	0.002889923	no_overlap
CD8B.mod	set_size_0	0	1	34602	92	0.002658729	0.002658729	0.29511892	0.002889923	no_overlap
CTLA4.mod	set_size_0	0	1	34602	90	0.002600931	0.002600931	0.288703292	0.002889923	no_overlap
CXCR1.mod	set_size_0	0	1	34602	97	0.002803225	0.002803225	0.311157992	0.002889923	no_overlap
FASLG.mod	set_size_0	0	1	34602	94	0.002716527	0.002716527	0.301534549	0.002889923	no_overlap
GNLY.mod	set_size_0	0	1	34602	95	0.002745427	0.002745427	0.304742363	0.002889923	no_overlap
GZMA.mod	set_size_0	0	1	34602	95	0.002745427	0.002745427	0.304742363	0.002889923	no_overlap
GZMB.mod	set_size_0	0	1	34602	96	0.002774326	0.002774326	0.307950178	0.002889923	no_overlap
GZMK.mod	set_size_0	0	1	34602	88	0.002543132	0.002543132	0.282287663	0.002889923	no_overlap
GZMM.mod	set_size_0	0	1	34602	94	0.002716527	0.002716527	0.301534549	0.002889923	no_overlap
IL15RA.mod	set_size_0	0	1	34602	96	0.002774326	0.002774326	0.307950178	0.002889923	no_overlap
IL27RA.mod	set_size_0	0	1	34602	98	0.002832124	0.002832124	0.314365806	0.002889923	no_overlap
IL2RA.mod	set_size_0	0	1	34602	92	0.002658729	0.002658729	0.29511892	0.002889923	no_overlap
IL2RB.mod	set_size_0	0	1	34602	97	0.002803225	0.002803225	0.311157992	0.002889923	no_overlap
ITGB3.mod	set_size_0	0	1	34602	91	0.00262983	0.00262983	0.291911106	0.002889923	no_overlap
KIR2DL1.mod	set_size_0	0	1	34602	87	0.002514233	0.002514233	0.279079849	0.002889923	no_overlap
KIR2DS4.mod	set_size_0	0	1	34602	86	0.002485334	0.002485334	0.275872034	0.002889923	no_overlap
KLRD1.mod	set_size_0	0	1	34602	95	0.002745427	0.002745427	0.304742363	0.002889923	no_overlap
MPO.mod	set_size_0	0	1	34602	88	0.002543132	0.002543132	0.282287663	0.002889923	no_overlap
NCAM1.mod	set_size_0	0	1	34602	88	0.002543132	0.002543132	0.282287663	0.002889923	no_overlap
NKG7.mod	set_size_0	0	1	34602	95	0.002745427	0.002745427	0.304742363	0.002889923	no_overlap
PRF1.mod	set_size_0	0	1	34602	97	0.002803225	0.002803225	0.311157992	0.002889923	no_overlap
THBD.mod	set_size_0	0	1	34602	95	0.002745427	0.002745427	0.304742363	0.002889923	no_overlap
TIGIT.mod	set_size_0	0	1	34602	94	0.002716527	0.002716527	0.301534549	0.002889923	no_overlap
AFF1.mod	set_size_100	1	100	34503	92	0.029245866	0.029245866	1	0.145811398	MX2
BAZ1A.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
BCLAF1.mod	set_size_100	1	100	34503	87	0.026380226	0.026380226	1	0.145811398	WBP11
BTAF1.mod	set_size_100	1	100	34503	90	0.028085195	0.028085195	1	0.145811398	PAN2
CBFB.mod	set_size_100	0	100	34503	100	0.25160628	0.25160628	1	0.25160628	no_overlap
CBX1.mod	set_size_100	0	100	34503	93	0.236247035	0.236247035	1	0.25160628	no_overlap
CBX3.mod	set_size_100	1	100	34503	96	0.031623722	0.031623722	1	0.145811398	LIMS1
CBX5.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
CCNT2.mod	set_size_100	0	100	34503	90	0.229569353	0.229569353	1	0.25160628	no_overlap
CHD3.mod	set_size_100	0	100	34503	88	0.225085488	0.225085488	1	0.25160628	no_overlap
COPS2.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
E2F1.mod	set_size_100	0	100	34503	99	0.24943097	0.24943097	1	0.25160628	no_overlap
EED.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
ELF4.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
EOMES.mod	set_size_100	0	100	34503	93	0.236247035	0.236247035	1	0.25160628	no_overlap
ETF1.mod	set_size_100	1	100	34503	90	0.028085195	0.028085195	1	0.145811398	EAF1
ETS2.mod	set_size_100	0	100	34503	92	0.234027532	0.234027532	1	0.25160628	no_overlap
FLI1.mod	set_size_100	0	100	34503	100	0.25160628	0.25160628	1	0.25160628	no_overlap
FOS.mod	set_size_100	0	100	34503	88	0.225085488	0.225085488	1	0.25160628	no_overlap
FOXJ2.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
FOXO3.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
FOXP3.mod	set_size_100	0	100	34503	89	0.227330641	0.227330641	1	0.25160628	no_overlap
FUBP1.mod	set_size_100	0	100	34503	92	0.234027532	0.234027532	1	0.25160628	no_overlap
FUS.mod	set_size_100	0	100	34503	79	0.204586269	0.204586269	1	0.25160628	no_overlap
GATA3.mod	set_size_100	0	100	34503	91	0.231801645	0.231801645	1	0.25160628	no_overlap
HAT1.mod	set_size_100	1	100	34503	83	0.024175558	0.024175558	1	0.145811398	KLHL2
HBP1.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
HDAC2.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
HDAC4.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
HIF1A.mod	set_size_100	0	100	34503	87	0.222833876	0.222833876	1	0.25160628	no_overlap
IKZF1.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
IRF7.mod	set_size_100	1	100	34503	97	0.032229777	0.032229777	1	0.145811398	MX2
IRF8.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
JUNB.mod	set_size_100	0	100	34503	94	0.23846017	0.23846017	1	0.25160628	no_overlap
KLF1.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
MAF.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
MEF2A.mod	set_size_100	1	100	34503	83	0.024175558	0.024175558	1	0.145811398	PDGFC
MLL.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
MORF4L2.mod	set_size_100	1	100	34503	92	0.029245866	0.029245866	1	0.145811398	WBP11
MTA1.mod	set_size_100	0	100	34503	99	0.24943097	0.24943097	1	0.25160628	no_overlap
NAB1.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
NCOA3.mod	set_size_100	0	100	34503	91	0.231801645	0.231801645	1	0.25160628	no_overlap
NFATC3.mod	set_size_100	0	100	34503	93	0.236247035	0.236247035	1	0.25160628	no_overlap
NFKB1.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
PATZ1.mod	set_size_100	1	100	34503	94	0.030425459	0.030425459	1	0.145811398	CA11
PBX2.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
PHF1.mod	set_size_100	2	100	34503	93	0.002517025	0.002517025	0.279389807	0.145811398	"PRPF39, ZNF134"
PKNOX1.mod	set_size_100	0	100	34503	80	0.206890213	0.206890213	1	0.25160628	no_overlap
PNN.mod	set_size_100	1	100	34503	85	0.025267981	0.025267981	1	0.145811398	PAN2
RBBP7.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
RBL2.mod	set_size_100	0	100	34503	88	0.225085488	0.225085488	1	0.25160628	no_overlap
RORC.mod	set_size_100	0	100	34503	94	0.23846017	0.23846017	1	0.25160628	no_overlap
RREB1.mod	set_size_100	1	100	34503	97	0.032229777	0.032229777	1	0.145811398	EAF1
RUNX1.mod	set_size_100	1	100	34503	97	0.032229777	0.032229777	1	0.145811398	PDGFC
RUNX3.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
SKIL.mod	set_size_100	1	100	34503	67	0.016181831	0.016181831	1	0.145811398	MIR616
SMAD3.mod	set_size_100	1	100	34503	96	0.031623722	0.031623722	1	0.145811398	PAN2
SMAD7.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
SMARCC1.mod	set_size_100	0	100	34503	88	0.225085488	0.225085488	1	0.25160628	no_overlap
SMARCD2.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
SP1.mod	set_size_100	0	100	34503	100	0.25160628	0.25160628	1	0.25160628	no_overlap
STAT1.mod	set_size_100	1	100	34503	98	0.032840405	0.032840405	1	0.145811398	MX2
STAT2.mod	set_size_100	1	100	34503	97	0.032229777	0.032229777	1	0.145811398	MX2
STAT3.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
STAT4.mod	set_size_100	0	100	34503	93	0.236247035	0.236247035	1	0.25160628	no_overlap
STAT5B.mod	set_size_100	1	100	34503	87	0.026380226	0.026380226	1	0.145811398	STEAP4
STAT6.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
TAF2.mod	set_size_100	0	100	34503	94	0.23846017	0.23846017	1	0.25160628	no_overlap
TAF9.mod	set_size_100	0	100	34503	100	0.25160628	0.25160628	1	0.25160628	no_overlap
TBX21.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
TCF12.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
TCF7.mod	set_size_100	1	100	34503	91	0.028663149	0.028663149	1	0.145811398	FAM102A
TFAM.mod	set_size_100	0	100	34503	94	0.23846017	0.23846017	1	0.25160628	no_overlap
TOX.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
WHSC1L1.mod	set_size_100	0	100	34503	93	0.236247035	0.236247035	1	0.25160628	no_overlap
YY1.mod	set_size_100	1	100	34503	96	0.031623722	0.031623722	1	0.145811398	KISS1R
ZBTB7B.mod	set_size_100	0	100	34503	99	0.24943097	0.24943097	1	0.25160628	no_overlap
CD14.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
CD160.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
CD19.mod	set_size_100	0	100	34503	93	0.236247035	0.236247035	1	0.25160628	no_overlap
CD244.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
CD28.mod	set_size_100	1	100	34503	89	0.027512035	0.027512035	1	0.145811398	FAM102A
CD2.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
CD33.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
CD3E.mod	set_size_100	1	100	34503	97	0.032229777	0.032229777	1	0.145811398	FAM102A
CD4.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
CD5.mod	set_size_100	1	100	34503	96	0.031623722	0.031623722	1	0.145811398	FAM102A
CD8A.mod	set_size_100	0	100	34503	90	0.229569353	0.229569353	1	0.25160628	no_overlap
CD8B.mod	set_size_100	0	100	34503	92	0.234027532	0.234027532	1	0.25160628	no_overlap
CTLA4.mod	set_size_100	1	100	34503	90	0.028085195	0.028085195	1	0.145811398	IL6ST
CXCR1.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
FASLG.mod	set_size_100	0	100	34503	94	0.23846017	0.23846017	1	0.25160628	no_overlap
GNLY.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
GZMA.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
GZMB.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
GZMK.mod	set_size_100	0	100	34503	88	0.225085488	0.225085488	1	0.25160628	no_overlap
GZMM.mod	set_size_100	0	100	34503	94	0.23846017	0.23846017	1	0.25160628	no_overlap
IL15RA.mod	set_size_100	0	100	34503	96	0.242867411	0.242867411	1	0.25160628	no_overlap
IL27RA.mod	set_size_100	0	100	34503	98	0.2472494	0.2472494	1	0.25160628	no_overlap
IL2RA.mod	set_size_100	0	100	34503	92	0.234027532	0.234027532	1	0.25160628	no_overlap
IL2RB.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
ITGB3.mod	set_size_100	0	100	34503	91	0.231801645	0.231801645	1	0.25160628	no_overlap
KIR2DL1.mod	set_size_100	0	100	34503	87	0.222833876	0.222833876	1	0.25160628	no_overlap
KIR2DS4.mod	set_size_100	0	100	34503	86	0.220575789	0.220575789	1	0.25160628	no_overlap
KLRD1.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
MPO.mod	set_size_100	0	100	34503	88	0.225085488	0.225085488	1	0.25160628	no_overlap
NCAM1.mod	set_size_100	0	100	34503	88	0.225085488	0.225085488	1	0.25160628	no_overlap
NKG7.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
PRF1.mod	set_size_100	0	100	34503	97	0.245061553	0.245061553	1	0.25160628	no_overlap
THBD.mod	set_size_100	0	100	34503	95	0.240666956	0.240666956	1	0.25160628	no_overlap
TIGIT.mod	set_size_100	0	100	34503	94	0.23846017	0.23846017	1	0.25160628	no_overlap
AFF1.mod	set_size_200	1	200	34403	92	0.099355786	0.099355786	1	0.244271528	MX2
BAZ1A.mod	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.440378483	no_overlap
BCLAF1.mod	set_size_200	1	200	34403	87	0.090435397	0.090435397	1	0.244271528	WBP11
BTAF1.mod	set_size_200	1	200	34403	90	0.095758367	0.095758367	1	0.244271528	PAN2
CBFB.mod	set_size_200	2	200	34403	100	0.02041936	0.02041936	1	0.244271528	"HAUS6, ZMAT3"
CBX1.mod	set_size_200	1	200	34403	93	0.101168616	0.101168616	1	0.244271528	SNAP23
CBX3.mod	set_size_200	1	200	34403	96	0.10666159	0.10666159	1	0.244271528	LIMS1
CBX5.mod	set_size_200	0	200	34403	95	0.423874526	0.423874526	1	0.440378483	no_overlap
CCNT2.mod	set_size_200	0	200	34403	90	0.406886352	0.406886352	1	0.440378483	no_overlap
CHD3.mod	set_size_200	0	200	34403	88	0.399952349	0.399952349	1	0.440378483	no_overlap
COPS2.mod	set_size_200	0	200	34403	97	0.430533437	0.430533437	1	0.440378483	no_overlap
E2F1.mod	set_size_200	0	200	34403	99	0.437115764	0.437115764	1	0.440378483	no_overlap
EED.mod	set_size_200	0	200	34403	98	0.433834118	0.433834118	1	0.440378483	no_overlap
ELF4.mod	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.440378483	no_overlap
EOMES.mod	set_size_200	1	200	34403	93	0.101168616	0.101168616	1	0.244271528	ITPRIPL1
ETF1.mod	set_size_200	1	200	34403	90	0.095758367	0.095758367	1	0.244271528	EAF1
ETS2.mod	set_size_200	0	200	34403	92	0.413740623	0.413740623	1	0.440378483	no_overlap
FLI1.mod	set_size_200	0	200	34403	100	0.440378483	0.440378483	1	0.440378483	no_overlap
FOS.mod	set_size_200	0	200	34403	88	0.399952349	0.399952349	1	0.440378483	no_overlap
FOXJ2.mod	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.440378483	no_overlap
FOXO3.mod	set_size_200	0	200	34403	97	0.430533437	0.430533437	1	0.440378483	no_overlap
FOXP3.mod	set_size_200	0	200	34403	89	0.403429374	0.403429374	1	0.440378483	no_overlap
FUBP1.mod	set_size_200	1	200	34403	92	0.099355786	0.099355786	1	0.244271528	HAUS6
FUS.mod	set_size_200	0	200	34403	79	0.367737665	0.367737665	1	0.440378483	no_overlap
GATA3.mod	set_size_200	0	200	34403	91	0.410323397	0.410323397	1	0.440378483	no_overlap
HAT1.mod	set_size_200	1	200	34403	83	0.083481991	0.083481991	1	0.244271528	KLHL2
HBP1.mod	set_size_200	1	200	34403	98	0.110367341	0.110367341	1	0.244271528	ZNF148
HDAC2.mod	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.440378483	no_overlap
HDAC4.mod	set_size_200	0	200	34403	97	0.430533437	0.430533437	1	0.440378483	no_overlap
HIF1A.mod	set_size_200	0	200	34403	87	0.39645516	0.39645516	1	0.440378483	no_overlap
IKZF1.mod	set_size_200	0	200	34403	95	0.423874526	0.423874526	1	0.440378483	no_overlap
IRF7.mod	set_size_200	1	200	34403	97	0.108510196	0.108510196	1	0.244271528	MX2
IRF8.mod	set_size_200	0	200	34403	98	0.433834118	0.433834118	1	0.440378483	no_overlap
JUNB.mod	set_size_200	1	200	34403	94	0.102990637	0.102990637	1	0.244271528	H3F3B
KLF1.mod	set_size_200	0	200	34403	95	0.423874526	0.423874526	1	0.440378483	no_overlap
MAF.mod	set_size_200	0	200	34403	95	0.423874526	0.423874526	1	0.440378483	no_overlap
MEF2A.mod	set_size_200	1	200	34403	83	0.083481991	0.083481991	1	0.244271528	PDGFC
MLL.mod	set_size_200	0	200	34403	95	0.423874526	0.423874526	1	0.440378483	no_overlap
MORF4L2.mod	set_size_200	1	200	34403	92	0.099355786	0.099355786	1	0.244271528	WBP11
MTA1.mod	set_size_200	1	200	34403	99	0.112232864	0.112232864	1	0.244271528	TYW1
NAB1.mod	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.440378483	no_overlap
NCOA3.mod	set_size_200	0	200	34403	91	0.410323397	0.410323397	1	0.440378483	no_overlap
NFATC3.mod	set_size_200	1	200	34403	93	0.101168616	0.101168616	1	0.244271528	ITPRIPL1
NFKB1.mod	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.440378483	no_overlap
PATZ1.mod	set_size_200	2	200	34403	94	0.017355662	0.017355662	1	0.244271528	"CA11, TYW1"
PBX2.mod	set_size_200	0	200	34403	98	0.433834118	0.433834118	1	0.440378483	no_overlap
PHF1.mod	set_size_200	2	200	34403	93	0.016872013	0.016872013	1	0.244271528	"PRPF39, ZNF134"
PKNOX1.mod	set_size_200	1	200	34403	80	0.078381133	0.078381133	1	0.244271528	BCORL1
PNN.mod	set_size_200	1	200	34403	85	0.086937547	0.086937547	1	0.244271528	PAN2
RBBP7.mod	set_size_200	0	200	34403	96	0.42721361	0.42721361	1	0.440378483	no_overlap
RBL2.mod	set_size_200	0	200	34403	88	0.399952349	0.399952349	1	0.440378483	no_overlap
RORC.mod	set_size_200	1	200	34403	94	0.102990637	0.102990637	1	0.244271528	CD27
